brief_id,started_at,ended_at,primary_category_id,secondary_category_id,brand,brand_manager
6366,2017-12-20 03:45:02.660,2018-02-01 23:53:44.736,11,6.0,Russell-Ross,Benjamin Holmes
6227,2017-12-13 05:53:14.040,2017-12-25 13:00:38.346,3,,Mcfarland-Gilbert,Jeff Garza
6355,2017-12-20 00:00:08.584,2018-02-01 23:52:32.123,1,6.0,"Wilson, Clark and Harris",Jacob Torres DDS
6255,2017-12-17 21:00:01.831,2018-02-01 23:53:11.619,6,4.0,"Watson, Fernandez and Evans",John Alexander
6405,2017-12-25 21:00:14.146,2018-02-01 23:55:23.278,8,1.0,Phillips-Smith,Hannah Armstrong
6417,2017-12-26 06:30:04.971,2018-01-16 13:00:09.096,2,,Goodwin Inc,Joe Chen
5557,2017-11-14 03:44:29.383,2018-02-20 13:00:26.024,7,11.0,Brown-Carr,Jonathan Allison
6349,2017-12-20 23:15:07.415,2017-12-31 13:00:09.551,3,11.0,Vazquez PLC,Brandi Hernandez
6115,2017-12-08 02:00:18.808,2018-01-12 13:00:20.526,1,,Miller-White,Brian Hicks
6346,2017-12-21 21:00:39.463,2018-03-22 01:04:11.283,1,,Keller Inc,Christine Gardner
6502,2018-01-02 22:53:34.788,2018-02-17 13:00:26.451,4,5.0,Williams-Mcknight,Misty Boyd
6344,2017-12-22 21:00:09.800,2018-01-31 13:00:51.317,1,0.0,Sampson Group,Mrs. Shannon Wong DVM
6522,2018-01-04 00:00:09.316,2018-02-01 23:55:15.752,7,1.0,Harper-Solis,Chris Clark
6524,2018-01-04 01:00:17.656,2018-02-01 23:53:07.509,7,3.0,"Campbell, Roth and Ritter",Anthony Gaines
6523,2018-01-04 01:00:08.877,2018-01-10 04:36:33.496,1,7.0,"Anderson, Walker and Miller",Robert Johnson
6409,2018-01-04 21:00:23.721,2018-02-05 13:00:17.064,1,4.0,"Reid, Stevens and Guerra",Kevin Townsend
6358,2018-01-02 07:45:01.550,2018-01-23 13:00:10.235,2,6.0,"Reyes, Perez and Perez",Amy Jackson
6510,2018-01-04 23:15:38.514,2018-02-05 13:00:12.551,2,,Jackson Ltd,Alejandro Martinez
6526,2018-01-05 03:17:10.185,2018-02-01 23:54:23.580,6,4.0,James Group,Jacqueline Wagner
6504,2018-01-04 23:17:50.226,2018-02-19 13:00:07.792,1,2.0,"Burton, Moore and Werner",Trevor Sullivan
6507,2018-01-03 23:45:35.896,2018-01-15 13:00:17.286,6,1.0,Delgado-Russell,Morgan Rodriguez
6114,2017-12-08 02:00:13.000,2018-02-28 13:00:51.173,2,,Calderon PLC,Chad Poole
6466,2018-01-02 07:45:06.790,2018-01-07 22:37:07.311,1,7.0,Roberts-Newton,Sarah Coleman
6387,2017-12-26 04:00:01.532,2018-01-26 13:00:08.399,2,,Green Ltd,Tiffany Olson
6508,2018-01-05 00:45:12.453,2018-02-04 13:00:12.824,1,9.0,Downs Group,Kelsey Jenkins
6493,2018-01-03 06:15:33.804,2018-02-01 23:55:45.934,12,11.0,Smith-Hernandez,Jamie Nelson
6567,2018-01-09 00:22:53.845,2018-02-01 13:00:06.224,1,6.0,"Welch, Brooks and Hartman",James Smith
6392,2018-01-08 22:26:55.327,2018-02-20 13:00:20.184,2,5.0,"Nunez, Williams and Maxwell",Brian Johnson
6605,2018-01-10 04:52:09.626,2018-02-01 23:55:03.561,3,,Mccormick-Hernandez,Lisa Garcia
6613,2018-01-11 00:39:51.736,2018-02-09 13:00:31.368,16,11.0,Bauer Ltd,Patricia Lee
6470,2018-01-03 02:15:02.364,2018-02-01 23:54:24.778,7,2.0,"Reyes, Lindsey and Casey",Richard Turner
6628,2018-01-12 03:10:51.924,2018-02-25 13:00:12.415,3,2.0,Gay-Scott,Kimberly Johnson
6627,2018-01-12 04:03:40.838,2018-02-13 00:08:37.529,1,,"Hicks, Adams and Brown",Yesenia Mccormick
6609,2018-01-10 06:22:47.226,2018-02-03 13:00:09.340,1,7.0,Perez-Williams,Felicia Avery
6675,2018-01-15 00:53:21.006,2018-02-01 23:55:34.972,6,0.0,James Group,Jacqueline Wagner
6608,2018-01-13 21:00:11.442,2018-02-11 13:00:08.701,14,2.0,Garza Ltd,Shawn Mcneil
6691,2018-01-15 04:20:29.342,2018-01-23 13:00:10.760,1,,Mueller-Benton,Linda Davis
6722,2018-01-16 04:22:13.968,2018-01-21 13:00:09.348,7,11.0,Fitzgerald and Sons,David Roberts
6720,2018-01-16 23:05:25.408,2018-02-01 23:53:02.456,16,,Collier and Sons,Christopher Roman
6748,2018-01-17 00:00:47.053,2018-02-12 13:00:23.767,1,7.0,"Boyer, Martin and Wright",Joshua Tapia
6694,2018-01-17 01:40:10.616,2018-02-17 13:00:14.115,11,5.0,Le Inc,Aaron Graves
6723,2018-01-17 05:51:10.009,2018-02-28 13:01:34.342,16,7.0,Sharp-Owens,James Hale
6704,2018-01-17 04:56:17.528,2018-02-16 13:00:19.876,2,7.0,Parker-Peterson,Jonathan Dillon
6760,2018-01-17 06:50:30.540,2018-02-17 13:00:17.661,14,7.0,"Hernandez, Schroeder and Rodriguez",Jamie Mills
6765,2018-01-18 03:44:09.620,2018-01-31 05:20:05.390,1,,Barry-Marshall,Desiree Ford
6813,2018-01-19 03:00:07.224,2018-02-01 23:54:13.594,1,,"Keller, Lowe and Koch",Timothy Horton
6703,2018-01-17 03:39:05.504,2018-02-17 13:00:15.761,7,2.0,Jensen-Stevens,Ronald Ramirez
6630,2018-01-11 03:16:34.885,2018-02-25 13:00:05.837,2,16.0,"Morgan, Heath and Erickson",Beth Anderson
6818,2018-01-22 00:39:19.234,2018-03-15 13:00:10.281,4,,Jones-Miller,Richard Lucero
6853,2018-01-23 02:50:23.589,2018-02-08 13:00:07.391,7,11.0,Fitzgerald and Sons,David Roberts
6890,2018-01-24 02:30:16.333,2018-02-10 13:00:23.917,3,2.0,"Brown, Riley and Williams",David Kirby DDS
6835,2018-01-23 11:57:19.712,2018-02-28 13:01:55.038,4,,Kirby LLC,Joseph Rojas
6900,2018-01-24 05:04:40.110,2018-02-05 13:00:12.241,14,5.0,Porter-Lee,Ryan Vazquez
6814,2018-01-25 05:40:18.909,2018-03-05 13:00:21.441,7,2.0,Wallace-Lamb,Kelly Phillips
6633,2018-01-12 05:07:48.854,2018-02-26 13:00:26.045,15,4.0,Klein-Moore,Beth Anderson
6850,2018-01-23 01:12:00.216,2018-02-23 13:00:08.420,2,,Young-Thompson,Colin Herrera
6852,2018-01-23 03:49:39.497,2018-02-09 13:00:16.013,15,,Flowers LLC,Sandra Roberts
6768,2018-01-18 00:07:52.649,2018-02-05 13:00:16.795,5,12.0,King-Freeman,John Shields
6891,2018-01-24 03:06:59.916,2018-02-21 13:00:18.317,9,1.0,Lee and Sons,Alexander Ferguson
6388,2017-12-26 04:30:02.179,2018-01-31 13:00:29.954,7,,"Johnson, Hammond and Davis",Spencer Hughes
6916,2018-01-25 21:00:18.193,2018-02-09 13:00:16.353,1,7.0,Hayes and Sons,Christopher Stewart
6952,2018-01-28 22:43:53.940,2018-04-12 14:00:22.182,1,7.0,Solomon Group,Tabitha Clark
6937,2018-01-29 01:23:29.459,2018-04-14 14:00:10.773,8,,King Inc,Audrey Scott
6875,2018-01-23 23:26:33.607,2018-02-07 13:00:20.990,3,,Weaver Group,Gregory Thomas
6874,2018-01-23 23:51:28.246,2018-03-09 13:00:31.384,1,7.0,"Carroll, Cannon and Farmer",Christina Scott
6831,2018-01-23 10:20:17.744,2018-02-28 13:01:02.099,6,11.0,Patton-King,Heather Adkins
7020,2018-01-31 05:22:35.813,2018-03-13 13:00:08.281,1,,Barry-Marshall,Desiree Ford
6998,2018-02-02 00:14:22.242,2018-03-02 00:15:11.363,1,,Simpson-Johns,Rhonda James
7041,2018-02-01 02:11:25.073,2018-02-08 13:00:05.879,1,7.0,"Newton, Ramsey and Willis",Erin Wagner
6953,2018-01-29 01:30:15.484,2018-03-04 13:00:07.204,1,,"Park, Griffin and Gomez",Carla Collins
7067,2018-02-05 05:45:18.938,2018-02-28 13:00:32.658,7,1.0,"Solis, Peterson and Guzman",Sarah Murphy
7051,2018-02-02 02:45:17.029,2018-02-17 13:00:19.082,1,7.0,"Dunlap, Lewis and Stout",Jeremy Sims
7054,2018-02-01 07:12:03.986,2018-02-18 13:00:22.515,1,0.0,"Anderson, Walker and Miller",Robert Johnson
7021,2018-02-07 00:45:07.637,2018-03-11 13:00:10.452,1,11.0,West Inc,Cody Cook
7183,2018-02-08 22:45:14.778,2018-02-18 13:00:27.578,3,2.0,Anderson-Rodriguez,Timothy Ortega
6913,2018-02-06 04:45:07.686,2018-02-19 13:00:14.045,11,2.0,Nelson Group,Joanna Stanley DVM
7016,2018-02-09 05:30:12.283,2018-02-26 13:00:20.270,2,6.0,Duran Inc,Zachary Powers
6988,2018-02-04 21:00:11.024,2018-02-07 13:00:20.386,8,11.0,Gonzales LLC,Sarah Knox
7166,2018-02-09 06:44:41.754,2018-03-02 13:00:11.821,1,12.0,"Davis, Martinez and Johnston",Kelly Anderson
7156,2018-02-11 21:00:13.279,2018-03-01 13:00:05.575,2,,"Owen, Grimes and Edwards",Cassandra Small
6994,2018-02-09 04:15:07.577,2018-06-09 14:00:40.029,3,,Pham-Myers,Johnny Nelson
7087,2018-02-05 06:45:13.297,2018-02-28 13:01:01.737,1,9.0,Lane-Larson,Karen Hanson
7506,2018-03-12 05:15:07.619,2018-04-26 14:00:14.152,3,2.0,Warren LLC,Marcus Keller
7567,2018-03-08 06:00:38.492,2018-04-29 14:00:28.119,7,3.0,"Doyle, Hawkins and Dorsey",Christopher Blake
7626,2018-03-06 06:15:14.625,2018-03-29 00:17:16.791,1,,Moody Ltd,David Wilson
7597,2018-03-06 10:00:12.410,2018-03-20 05:50:33.206,1,9.0,"Fox, Barrett and Love",Brian Khan
7814,2018-03-16 06:30:08.948,2018-04-06 14:00:13.595,1,,"Mendoza, Cervantes and Carter",Valerie Baker
7829,2018-03-19 04:15:10.242,2018-04-30 14:00:50.176,6,,"Watts, Mitchell and Perez",Adrian Mcdaniel
7769,2018-03-19 05:42:40.705,2018-03-31 13:00:55.154,2,,Reyes-Hunt,Kyle Booker
7861,2018-03-20 02:45:26.764,2018-04-04 05:22:46.610,9,14.0,"Mills, Neal and Stanley",Ryan Scott
7722,2018-03-20 04:30:13.913,2018-04-04 05:22:45.616,3,7.0,Griffin-Mcneil,Tina Ponce
7824,2018-03-19 06:30:05.780,2018-04-30 14:00:51.894,14,,Dennis-Hill,Troy Nunez
7864,2018-03-19 06:30:08.877,2018-05-03 14:00:30.550,1,,Ryan LLC,Christopher Stevens
7895,2018-03-20 23:45:01.747,2018-04-04 05:22:46.235,7,3.0,Carter-Smith,David Mccullough
7785,2018-03-18 21:00:23.110,2018-04-13 14:00:10.226,7,16.0,Turner-Schultz,Kathryn Gonzalez
7463,2018-02-26 23:30:02.146,2018-03-24 13:00:11.784,8,7.0,Taylor-Anderson,Linda Collins
7762,2018-03-13 01:13:00.403,2018-05-25 14:00:08.715,1,9.0,Hanson Inc,Jennifer Mitchell
6144,2017-12-11 04:00:24.496,2018-01-09 13:00:30.984,5,4.0,Thompson PLC,Jennifer Mccann
6702,2018-01-17 02:27:01.674,2018-02-14 13:00:22.345,12,15.0,"Andrews, Gates and Morrow",Sandra Mason
6649,2018-01-16 23:32:55.453,2018-02-25 13:00:16.355,12,,"Mills, Colon and Howe",Angela Morales
6885,2018-01-24 00:29:04.593,2018-02-06 13:00:11.632,7,6.0,Gonzalez Ltd,David Peterson
7017,2018-01-31 04:22:44.040,2018-02-10 13:00:23.061,11,,Dorsey Group,Alyssa Duran
6799,2018-01-19 00:46:39.707,2018-02-09 13:00:16.629,3,0.0,"Barnett, Johnson and Kennedy",Maria Kemp
6987,2018-01-31 00:27:57.682,2018-03-12 07:15:11.923,11,14.0,"Nelson, Johnson and Lopez",Lisa Miller
7073,2018-02-05 04:30:19.506,2018-02-15 13:00:26.957,6,,"Mitchell, Blanchard and Meza",Laura Moreno
7261,2018-02-13 04:15:07.576,2018-03-06 13:00:10.712,3,2.0,Barajas and Sons,Leah Robbins
7120,2018-02-06 02:30:11.937,2018-02-20 13:00:23.721,2,7.0,"Holloway, Reyes and Cruz",Maria Davis
7185,2018-02-08 05:45:23.666,2018-03-25 13:00:16.349,11,2.0,Robertson-Hoover,Zachary Cole
7454,2018-02-26 02:30:12.476,2018-03-26 13:00:23.835,7,3.0,Graves LLC,Michael Mcmillan
7490,2018-02-27 00:30:14.523,2018-03-26 13:00:24.512,7,3.0,"Stanley, Evans and Lee",Stephen Wood
4766,2017-10-10 05:00:23.900,2017-10-29 13:00:11.992,6,,Dunlap Ltd,Brandon Bass
4831,2017-10-15 23:45:06.279,2017-10-31 13:00:49.324,1,,Caldwell LLC,Pamela Smith
4913,2017-10-16 05:30:06.822,2017-10-27 13:00:16.399,1,,"Bush, Gibson and Martinez",Julie Turner
5352,2017-11-07 05:15:09.506,2017-11-11 13:00:21.313,1,7.0,Roberts Ltd,Victor Walton
4687,2017-10-06 05:15:13.943,2018-01-29 02:39:13.175,3,7.0,Davis Ltd,Jeffrey Nichols
5104,2017-10-25 01:30:18.197,2017-11-29 13:00:06.306,7,3.0,"Doyle, Hawkins and Dorsey",Christopher Blake
5488,2017-11-13 02:25:20.394,2017-12-25 13:00:36.398,11,14.0,Dalton-Kennedy,Vincent Conley
5284,2017-11-16 06:45:13.011,2018-02-01 23:51:17.717,12,,Perez-Griffin,Adam Carter
5838,2017-11-24 06:00:16.120,2017-12-14 13:00:22.923,6,,Smith Ltd,James Mckee
5825,2017-11-24 21:00:10.448,2017-12-16 13:00:26.312,1,5.0,Reeves-Gomez,Jonathan Hall
5482,2017-11-29 21:00:21.612,2017-12-10 13:00:33.979,3,,"Ramirez, Sanders and Bradshaw",Shawn Burnett
6218,2017-12-13 09:24:19.034,2017-12-25 13:00:38.986,6,,Patterson and Sons,Laurie Sellers
4690,2017-10-06 00:45:15.021,2018-02-01 07:32:22.949,4,7.0,Carrillo-Parrish,Reginald Fields
4881,2017-10-19 23:45:08.931,2017-11-15 13:00:20.314,7,,"Diaz, Daniel and Flynn",Chase Leon
5592,2017-11-15 06:15:05.478,2018-02-01 23:51:30.464,3,,Johnson-Lopez,Richard Garcia
5440,2017-11-23 05:30:33.919,2017-11-23 13:00:37.173,12,2.0,Leblanc-Collier,Kevin Rogers
5744,2017-11-21 00:30:27.139,2017-11-28 13:00:33.637,1,,Elliott-Thomas,Scott Riley
5904,2017-11-28 22:30:18.142,2017-12-14 13:00:23.775,7,4.0,Mercado and Sons,Lori Esparza
7868,2018-03-22 00:00:21.505,2018-04-15 14:00:20.769,11,1.0,Clark Ltd,Stephanie Farrell
7926,2018-03-22 05:15:09.984,2018-05-05 14:00:17.059,10,,Curtis PLC,Alyssa Sloan
7906,2018-03-22 05:30:09.587,2018-04-04 05:22:44.499,1,9.0,Olson Inc,Tiffany Mccarthy
7964,2018-03-23 02:00:05.250,2018-04-09 00:14:20.518,1,,Nichols-Greene,Dawn Rodriguez
7921,2018-03-21 22:30:03.155,2018-08-17 14:00:11.073,16,11.0,Randolph Group,Christopher Reeves
7999,2018-03-26 01:35:50.800,2018-04-02 14:00:38.334,1,,Ryan Ltd,Darrell Vargas
7860,2018-03-20 06:30:10.045,2018-04-23 14:00:22.184,8,15.0,Little-Moore,Ann Leonard
8032,2018-03-27 00:13:08.523,2018-03-27 01:49:40.336,1,,Peterson Inc,Gabriel Hoffman
8031,2018-03-28 00:48:57.706,2018-04-27 14:00:13.960,2,7.0,"Graham, Reed and Simmons",Joseph Bell
7967,2018-03-28 04:28:30.198,2018-06-30 14:00:44.510,15,4.0,Prince-Kidd,Nicole Walker
8046,2018-03-28 06:08:36.184,2018-04-07 14:00:18.148,13,6.0,Reed PLC,Wendy Chambers
8052,2018-03-28 22:32:50.672,2018-04-26 02:33:07.212,1,,"Kelley, King and Baker",Lisa Young
7910,2018-03-27 00:33:45.347,2018-06-30 14:00:48.430,11,7.0,Weiss-Ward,Jason Pierce
8063,2018-03-29 00:15:16.752,2018-05-20 14:00:07.408,1,9.0,Pierce PLC,Heidi Church
7996,2018-03-26 04:28:24.282,2018-05-10 14:00:16.818,1,,Gamble Inc,Philip Anderson
7940,2018-03-28 21:00:08.967,2018-05-11 14:00:27.707,1,0.0,"Garcia, Marquez and Lester",James Brewer
4669,2017-10-06 04:15:08.296,2017-10-13 13:00:27.738,7,,Hernandez Inc,Pamela Thompson
4942,2017-10-17 05:00:20.366,2017-12-01 13:00:50.361,4,15.0,Carrillo-Parrish,Reginald Fields
6213,2017-12-12 00:24:25.816,2018-02-01 23:51:41.860,2,11.0,Owens-Hernandez,James Henry
6327,2017-12-18 03:00:07.734,2017-12-31 13:00:10.005,1,,Williams and Sons,Michael Collins
7050,2018-02-04 23:45:18.900,2018-03-21 13:00:16.645,2,7.0,Harrington Inc,Melissa Burgess
7412,2018-02-21 22:45:15.475,2018-03-01 13:00:12.023,7,,Henderson Group,Rachel Chan
6353,2017-12-20 00:30:03.693,2018-01-01 13:00:16.613,2,,"Mullen, Stafford and Jones",Rhonda Mcdaniel
6320,2017-12-26 23:45:01.400,2017-12-31 13:00:45.643,7,,"Riley, Larson and Smith",Sharon Hill
6919,2018-01-30 00:43:49.596,2018-02-22 13:00:28.419,6,9.0,Parker Inc,Alex Patterson
7085,2018-02-05 05:30:11.699,2018-03-22 13:00:15.438,3,11.0,Moore-Tucker,Charles Murray
7202,2018-02-08 04:15:01.600,2018-02-25 13:00:21.835,7,4.0,Mccarthy LLC,Christine Harrison
7161,2018-02-08 23:00:11.468,2018-02-15 13:00:26.154,1,9.0,Hernandez PLC,Jerome Jimenez
7672,2018-03-08 21:00:19.406,2018-03-26 13:00:17.099,6,5.0,"Cunningham, Garner and Simmons",Tina Pace
7438,2018-02-22 03:00:12.966,2018-04-08 14:00:10.672,12,11.0,Smith-Hernandez,Jamie Nelson
5261,2017-11-02 05:45:24.296,2018-02-01 23:52:11.814,15,,Obrien PLC,Emily Fitzgerald
7167,2018-02-08 03:15:08.480,2018-02-28 13:01:54.129,7,0.0,Donaldson-Cline,Christopher Small
6296,2017-12-15 01:30:16.694,2018-02-01 23:52:27.197,3,,Patterson LLC,John Mckenzie
6757,2018-01-17 22:39:49.573,2018-02-15 13:00:22.542,1,7.0,"Johnson, Dean and Miller",Kevin Smith
7230,2018-02-13 00:51:27.262,2018-03-02 13:00:15.818,8,,"Anderson, Harrison and Garcia",Jorge Daniels
4750,2017-10-10 00:00:14.181,2017-11-07 13:00:22.686,7,,Rivera and Sons,Emily Wang
4859,2017-10-13 05:00:31.668,2017-10-31 13:01:05.227,9,1.0,Wolf Ltd,Alexander Ferguson
8036,2018-03-29 03:56:50.350,2018-05-11 14:00:18.623,1,7.0,Zavala-Murphy,Andrew Bradford
7917,2018-03-21 02:08:53.291,2018-05-05 14:00:12.115,2,11.0,Fernandez-Dudley,Deborah Combs
7275,2018-02-13 00:10:15.212,2018-03-30 13:00:45.840,1,,"Hicks, Adams and Brown",Yesenia Mccormick
7045,2018-02-06 03:57:12.359,2018-03-22 13:00:27.737,6,1.0,"Snyder, Noble and Ellis",Rebecca Singleton
6947,2018-01-29 02:38:32.239,2018-02-11 13:00:06.794,2,8.0,Galloway-Harris,Edward Calderon
7126,2018-02-08 21:00:07.843,2018-04-16 23:43:20.286,3,5.0,"Wilson, Pearson and Jackson",Anna Rivers
7122,2018-02-10 21:00:12.413,2018-03-02 13:00:19.184,3,7.0,"Moore, Howard and Hodges",Amy Leblanc
7223,2018-02-13 02:45:13.482,2018-02-28 13:00:42.976,15,4.0,Harris-Wright,Brian Miller
7233,2018-02-16 07:45:04.064,2018-03-02 13:00:07.982,9,1.0,Tucker Ltd,Lauren Martinez
7337,2018-02-16 00:45:10.521,2018-03-16 13:00:13.489,11,7.0,Watts and Sons,Cheryl Hunter
7370,2018-02-19 04:23:08.616,2018-03-20 03:37:28.199,1,6.0,Gray-Crawford,Jennifer Mitchell
7326,2018-02-19 01:30:12.506,2018-03-08 13:00:13.793,15,4.0,Vargas-Schneider,Karen Mcneil
7346,2018-02-19 23:30:17.339,2018-03-06 13:00:19.658,12,7.0,Frank LLC,Sarah Rodriguez
7372,2018-02-22 21:00:05.510,2018-03-06 13:00:20.444,11,3.0,Dunn-Martinez,Kathy Stewart
7387,2018-02-20 06:50:54.242,2018-03-16 13:00:07.835,3,,Hansen-Bowen,Angela Wilson
7411,2018-02-24 21:00:11.301,2018-03-18 13:00:13.781,6,0.0,Taylor Inc,Sandra Jones
7484,2018-02-26 06:30:19.653,2018-04-12 14:00:18.532,3,,Garcia PLC,Michelle Krause
4805,2017-10-11 05:00:12.637,2017-10-22 13:00:26.486,12,8.0,Love-Bernard,Daniel Martin
4763,2017-10-10 00:45:09.574,2018-02-01 07:28:40.185,2,6.0,"Pena, Moore and Kaufman",Ashley Randall
5162,2017-10-26 04:15:24.854,2018-02-01 23:52:48.583,7,,"Martinez, Ballard and Huang",Lisa Hale
5635,2017-11-16 07:45:05.634,2017-11-30 13:00:47.132,1,7.0,Jackson-Ramirez,Rachel Fleming
5812,2017-11-26 21:00:35.376,2017-12-24 13:00:07.280,2,11.0,Berry LLC,Brian Hicks
5318,2017-11-29 21:00:22.414,2017-11-30 13:00:50.906,2,12.0,"Thomas, Hill and Travis",Joseph Lucas
6094,2017-12-06 06:41:22.571,2017-12-10 13:00:47.670,11,6.0,Garcia-Miller,Lisa Young
6162,2017-12-12 05:01:30.611,2017-12-18 13:00:18.690,1,,Patterson-Wood,Matthew Hammond
6188,2017-12-12 05:42:16.726,2018-01-26 13:00:16.646,14,16.0,Barry-Hebert,Paul Nelson
6448,2017-12-28 12:11:13.471,2018-01-14 13:00:15.401,1,12.0,"Willis, Hartman and Aguirre",Robert Coleman
6996,2018-01-31 01:00:04.990,2018-02-04 13:00:11.019,7,,Smith LLC,Caitlin Barker
6958,2018-01-29 03:18:13.834,2018-03-15 13:00:09.763,2,,Lowe-Kelley,Jennifer Hammond
7389,2018-02-20 22:30:08.708,2018-03-08 23:16:10.836,3,7.0,Banks PLC,Brittany Douglas
7068,2018-02-07 02:30:09.788,2018-03-22 13:00:18.416,6,1.0,"Peterson, Little and Dean",Derrick Cuevas
7272,2018-02-25 21:00:16.228,2018-03-04 13:00:04.706,8,1.0,Ortega-Stone,Ryan Bonilla
7409,2018-02-21 06:00:15.379,2018-03-31 13:00:23.763,7,,Jones LLC,Megan Contreras MD
5275,2017-11-02 06:00:43.888,2017-11-02 13:00:32.496,14,3.0,Church-Guzman,Casey Roberts
5835,2017-12-13 00:18:04.438,2018-01-31 13:00:24.361,11,8.0,"Kelly, Mcdonald and Hudson",Barry Evans
6917,2018-01-25 04:26:48.794,2018-02-13 13:00:19.050,6,1.0,Woods-Thomas,Michael Smith
7164,2018-02-08 00:45:11.458,2018-02-22 13:00:14.523,2,,Adkins and Sons,Frederick Mcdonald
7001,2018-02-02 12:05:24.268,2018-03-19 13:00:06.578,2,3.0,Mayo-Cline,Timothy Cruz
7324,2018-02-15 23:15:06.623,2018-02-20 13:00:25.141,7,14.0,"Green, Reed and Reid",Amber Hampton
7369,2018-02-19 22:00:05.521,2018-02-22 13:00:26.784,7,16.0,"Dunn, Wilson and Richards",Debra Charles
7472,2018-02-26 01:00:16.714,2018-03-04 13:00:02.396,3,2.0,Fitzgerald and Sons,David Roberts
7505,2018-02-27 04:45:04.122,2018-03-20 02:31:39.837,1,2.0,Payne-Lee,Paul Dyer
7508,2018-02-27 03:45:21.018,2018-03-13 13:00:10.285,8,15.0,Soto LLC,Richard Morris
7455,2018-02-26 02:45:27.811,2018-03-31 13:00:33.971,4,,"Murphy, Estes and Carey",Maria Hines
7446,2018-02-26 01:00:28.680,2018-03-18 13:00:08.029,2,8.0,"Mueller, Harris and Ramirez",Richard Zimmerman
7530,2018-02-28 00:45:33.243,2018-03-28 13:00:05.557,1,0.0,"King, Hall and Clements",Benjamin Tyler
7477,2018-02-27 02:30:25.965,2018-03-12 13:00:14.570,2,,Lyons Ltd,Rachel Young
7503,2018-02-28 00:30:18.535,2018-04-14 14:00:16.268,3,2.0,Warren LLC,Marcus Keller
7531,2018-02-28 03:15:14.217,2018-04-20 14:00:21.271,3,7.0,Robinson-Carrillo,Jeremy Mckay
7456,2018-02-26 02:45:30.790,2018-03-30 13:00:53.709,12,,Brown-Lewis,Gina Higgins
7541,2018-03-01 00:30:37.481,2018-03-18 13:00:12.249,4,15.0,Mullins Inc,Christopher Cruz
7579,2018-03-02 05:45:21.238,2018-04-30 14:01:15.093,3,0.0,"Caldwell, Crawford and Riddle",Ryan Torres
7556,2018-03-04 21:00:01.932,2018-03-19 13:00:22.027,7,,Jacobson-Hanna,Nicole Mathis
7629,2018-03-06 06:15:11.757,2018-03-31 13:00:47.685,7,,Matthews-Carr,Ebony Jones
7645,2018-03-07 01:51:37.306,2018-03-19 07:15:15.165,7,6.0,"Allen, Valdez and Singh",Jennifer Moreno
7651,2018-03-08 01:00:13.610,2018-04-02 14:00:23.708,1,,Thornton-Smith,Julie Long
7630,2018-03-08 23:30:18.434,2018-04-01 14:00:10.277,1,7.0,"Gaines, West and Ferguson",Cynthia Morales
7562,2018-03-12 06:30:06.422,2018-03-30 13:00:49.523,7,2.0,"Gomez, Jones and Armstrong",Lisa Banks
7583,2018-03-06 23:00:06.506,2018-04-18 14:00:11.652,3,,"Frank, Ryan and Reese",Jamie Reed
7679,2018-03-13 05:15:06.845,2018-04-30 14:00:30.962,7,16.0,"Davis, Chen and Wise",Mary Jackson
7652,2018-03-14 00:40:34.494,2018-04-30 14:01:09.827,2,,"Owen, Grimes and Edwards",Donna Douglas
7702,2018-03-12 00:15:19.832,2018-03-26 13:00:22.967,11,7.0,Moore-Le,Jerry Jimenez
7650,2018-03-13 23:30:10.769,2018-03-29 13:00:15.103,7,0.0,Green-Roberts,John Barton
7804,2018-03-15 05:30:19.366,2018-04-24 02:19:36.055,1,,"Anderson, Walker and Miller",Robert Johnson
7676,2018-03-15 06:00:22.682,2018-03-30 13:00:54.583,1,7.0,Gibson-Garcia,Jason Hooper
7821,2018-03-16 04:30:15.536,2018-05-15 01:32:09.423,3,,Harris LLC,Tammy Tran
7763,2018-03-14 03:45:17.921,2018-04-02 14:00:43.311,1,9.0,Barnes-Newton,Madison Fowler
7816,2018-03-16 00:30:03.399,2018-04-06 14:00:12.261,1,9.0,Harrison and Sons,Jackson Simpson
7745,2018-03-17 21:00:12.457,2018-03-31 13:00:54.280,10,,"Mora, Rodriguez and Roberts",Jean Stanley
7805,2018-03-16 00:00:15.741,2018-04-19 14:00:29.535,1,,Thompson Ltd,Brandon Murphy
7721,2018-03-13 05:45:03.600,2018-03-27 13:00:19.309,3,7.0,Davis-Vargas,Denise Bryant
7825,2018-03-18 23:30:08.244,2018-03-30 13:00:57.682,8,,"Paul, Smith and Ortiz",Robert Wells
7739,2018-03-19 01:30:01.670,2018-04-05 14:00:01.802,2,11.0,Ward Group,Shannon Oconnor
7892,2018-03-20 04:00:15.273,2018-04-20 14:00:15.312,2,,Goodwin and Sons,Arthur Spencer
7852,2018-03-20 02:45:23.439,2018-03-25 13:00:12.777,6,8.0,Jones PLC,Angela Green
7675,2018-03-20 05:45:06.403,2018-03-27 13:00:14.336,2,3.0,Villegas Ltd,Laurie Jones
7865,2018-03-20 00:00:17.986,2018-04-18 14:00:13.239,1,9.0,"Simmons, Cook and Hughes",Danielle Tran
7869,2018-03-20 03:45:15.577,2018-05-04 14:00:05.084,1,,Nguyen Ltd,Katherine Lewis
7851,2018-03-20 02:45:20.045,2018-03-27 13:00:11.840,14,7.0,"Bowman, Rojas and Wilson",Jacqueline Oliver
